model_name,GPU_mem,error_rate,valid_loss,train_loss,fit_time
resnet34,,,,3.1532986164093018,
levit_384,7.423828125,0.453693687915802,,1.472424030303955,68.05293563500163
levit_384,7.423828125,0.4666666388511657,,1.5751428604125977,67.01531024600263
levit_384,7.423828125,0.454054057598114,,1.5208916664123535,67.13296853900101
levit_384,7.423828125,0.477117121219635,,1.5304269790649414,67.18766630399477
levit_256,7.423828125,0.5376576483249664,,1.756179928779602,64.7995237599971
levit_256,7.423828125,0.5275675654411316,,1.7407301664352417,63.65725745999953
levit_256,7.423828125,0.5246846973896027,,1.7723478078842163,65.07731533499464
levit_256,7.423828125,0.5326126217842102,,1.7962687015533447,65.38608825799747
levit_192,7.423828125,0.5762162208557129,,1.8409603834152224,63.95582577599998
levit_192,7.423828125,0.5819819867610931,,1.8933534622192385,63.82933205399604
levit_192,7.423828125,0.572972983121872,,1.8674187660217283,64.26566327899491
levit_192,7.373046875,0.5787387490272522,,1.9075971841812136,63.51205983899854
levit_128s,7.373046875,0.566126137971878,,1.9231798648834229,56.9651925299986
levit_128s,7.373046875,0.5852252244949341,,2.011348962783813,56.97272609500215
levit_128s,7.373046875,0.5798198282718658,,1.9188151359558103,57.1396119609999
levit_128s,7.373046875,0.588828831911087,,1.97649884223938,56.449083555999096
levit_128,7.373046875,0.5798198282718658,,1.8616516590118408,65.80603957400308
levit_128,7.373046875,0.5974774658679962,,1.9638054370880127,64.98410749499453
levit_128,7.310546875,0.5848648548126221,,1.903445601463318,67.02303701200435
levit_128,7.310546875,0.5956756770610809,,1.941986441612244,64.8151199060012
efficientnet_lite0,7.283203125,0.4796396493911743,1.328988790512085,1.5250475406646729,52.75154473400471
efficientnet_lite0,7.283203125,0.4904504418373108,1.322076439857483,1.5483413934707642,51.96690980499989
efficientnet_lite0,7.283203125,0.476396381855011,1.327007293701172,1.5198543071746826,51.67903656799899
efficientnet_lite0,7.283203125,0.4875675439834595,1.3308006525039673,1.5857813358306885,51.12139832800312
efficientnet_es_pruned,7.283203125,0.4482882618904114,1.2353204488754272,1.43039870262146,54.41424199999892
efficientnet_es_pruned,7.283203125,0.4522522687911987,1.2227303981781006,1.5292301177978516,52.945164359000046
efficientnet_es_pruned,7.283203125,0.4335135221481323,1.2073023319244385,1.4017128944396973,54.07404760799545
efficientnet_es_pruned,7.283203125,0.4609009027481079,1.2467411756515503,1.502252459526062,53.824743416000274
efficientnet_es,7.283203125,0.4443243145942688,1.21533465385437,1.421534299850464,53.056861163000576
efficientnet_es,7.283203125,0.4421621561050415,1.2207001447677612,1.5118904113769531,53.4578059849955
efficientnet_es,7.2734375,0.4349549412727356,1.2249740362167358,1.4407933950424194,53.76035007300379
efficientnet_es,7.2734375,0.4378378391265869,1.2344375848770142,1.4867379665374756,54.83779806099483
efficientnet_b0,7.2734375,0.4461261034011841,1.2450140714645386,1.4683178663253784,63.80788636600482
efficientnet_b0,7.2734375,0.4630630612373352,1.2812509536743164,1.50994873046875,64.1469049590014
efficientnet_b0,7.2734375,0.4482882618904114,1.2137064933776855,1.42426598072052,64.39252863799629
efficientnet_b0,7.2734375,0.4666666388511657,1.2774583101272583,1.5166857242584229,66.42114929399395
convnext_tiny_hnf,7.2734375,0.4057657718658447,1.0884132385253906,1.3019922971725464,62.73699484599638
convnext_tiny_hnf,7.2734375,0.4115315079689026,1.1475499868392944,1.3809210062026978,61.43725890800124
convnext_tiny_hnf,7.2734375,0.4039639830589294,1.1039260625839231,1.358182072639465,62.10557542800234
convnext_tiny_hnf,7.2734375,0.406846821308136,1.1047720909118652,1.3874117136001587,61.83925994099991
convnext_tiny,7.2734375,0.4025225043296814,1.121383786201477,1.3296478986740112,53.50493645299866
convnext_tiny,7.2734375,0.408288300037384,1.1035821437835691,1.3969743251800537,53.08594048899977
convnext_tiny,7.2734375,0.3985585570335388,1.0914149284362793,1.3219501972198486,53.48375214100088
convnext_tiny,7.2734375,0.408648669719696,1.1032578945159912,1.3917263746261597,53.46750671799964
convnext_small,7.2734375,0.4054054021835327,1.1248971223831177,1.3596932888031006,81.08852804400522
convnext_small,7.2734375,0.4097297191619873,1.1221235990524292,1.42898428440094,78.29312310599926
convnext_small,7.2734375,0.4165765643119812,1.1119344234466553,1.3468083143234253,78.19424123600038
convnext_small,7.2734375,0.408288300037384,1.116241693496704,1.3883641958236694,79.60306689699792
convnext_base,7.2734375,0.4028828740119934,1.0959556102752686,1.276024580001831,95.30154267399485
convnext_base,7.2734375,0.40756756067276,1.1110633611679075,1.3490811586380005,95.13919476300362
convnext_base,7.2734375,0.4003603458404541,1.0910773277282717,1.3334373235702517,95.69270459099788
convnext_base,5.87109375,0.3960360288619995,1.0935755968093872,1.314283013343811,96.2831950740001
